cgpa,skills_score,projects,internship,certifications,job_fit_score
7.46,4,1,0,7,106.65
9.64,9,9,0,7,181.05
5.53,5,5,0,0,89.1
8.82,7,8,1,8,172.74
7.05,5,10,1,5,147.65
8.28,2,6,1,0,107.28
6.3,6,7,1,0,121.87
5.8,7,1,1,6,112.87
5.8,6,10,1,1,130.81
5.35,3,8,1,5,116.27
5.93,10,2,0,4,112.45
8.32,8,9,0,4,153.25
9.41,3,4,0,5,122.95
9.07,5,6,0,7,142.69
8.43,9,3,0,4,137.78
5.55,5,6,0,7,114.6
6.45,7,7,0,4,129.03
6.55,7,9,1,5,148.62
6.25,5,9,1,7,144.85
7.58,2,3,1,1,93.64
7.68,5,4,1,6,130.17
6.78,7,10,0,2,134.09
6.77,7,2,0,8,121.93
9.14,4,4,0,6,126.58
8.95,1,7,0,2,110.11
6.54,6,2,1,7,119.9
9.57,3,4,1,1,119.63
9.76,5,9,1,7,170.09
6.63,4,0,1,6,97.03
6.77,2,1,0,4,75.57
7.53,7,2,0,3,112.34
9.71,5,0,1,0,107.11
9.38,7,10,1,3,168.67
5.51,9,10,1,5,153.35
6.96,4,8,1,5,133.79
7.77,5,8,1,1,130.79
7.52,9,4,1,8,158.26
5.97,10,3,0,0,111.45
9.29,4,4,0,3,116.33
8.38,5,3,1,3,122.51
9.19,5,4,0,1,120.57
9.29,8,6,0,7,157.96
8.74,4,10,0,1,132.83
7.2,4,7,1,1,121.38
8.05,7,1,0,1,105.34
5.8,5,3,0,0,85.66
8.37,6,7,0,4,135.13
5.9,6,6,0,3,104.39
8.47,6,8,0,1,135.22
6.15,10,4,0,0,116.06
5.59,5,5,0,0,90.71
5.83,5,10,1,1,122.43
5.01,9,7,0,0,111.05
8.59,8,10,0,8,175.05
8.66,4,4,0,1,108.78
7.57,7,8,1,2,143.36
5.81,8,3,0,8,122.9
5.42,9,7,1,4,141.36
5.1,5,2,0,7,96.21
5.83,3,4,1,6,104.68
9.45,4,7,1,5,145.83
6.21,10,9,1,1,149.84
6.77,6,6,0,3,115.32
5.53,10,0,1,8,125.85
6.11,5,3,0,6,106.53
7.6,9,1,0,2,117.51
8.04,3,1,0,5,99.08
6.23,2,6,1,7,112.34
5.29,6,2,0,7,104.89
6.96,7,2,1,7,131.7
6.17,5,5,0,7,114.76
6.1,1,5,0,5,87.75
9.8,3,0,0,2,99.55
8.08,3,0,0,8,102.7
7.78,4,10,0,2,132.7
7.08,10,5,0,3,134.86
7.14,6,6,0,0,109.02
7.7,5,8,1,1,134.81
8.48,1,3,0,5,98.72
8.51,6,9,0,0,135.66
5.86,9,5,1,8,147.22
7.5,1,2,1,7,103.89
7.06,8,10,1,1,147.53
9.35,8,3,0,1,129.72
8.16,3,8,1,7,140.92
7.66,9,0,0,7,127.25
5.58,8,4,1,0,112.16
8.03,3,10,0,4,134.66
5.59,10,6,1,1,129.51
6.69,5,2,0,0,85.99
5.71,3,1,0,2,69.66
8.46,5,10,0,2,139.23
6.03,9,1,1,8,128.21
6.96,4,0,1,0,83.82
9.48,6,4,1,1,131.44
6.02,3,2,1,8,102.3
7.54,3,10,1,4,135.99
7.1,5,6,0,8,133.11
5.09,8,0,1,5,106.42
8.96,8,8,0,2,149.84
5.35,3,1,0,7,85.46
7.37,8,7,0,8,151.74
7.8,8,9,0,1,142.38
8.14,3,3,1,8,125.19
8.44,10,5,1,3,155.27
6.27,10,8,1,7,160.51
5.05,2,6,1,4,95.2
8.62,10,7,1,5,171.38
7.68,2,6,1,3,115.12
9.18,9,1,0,4,134.37
9.11,7,8,1,0,149.13
9.22,6,0,0,2,107.91
7.43,7,1,0,3,108.2
6.67,8,2,0,0,100.35
8.96,1,2,0,2,91.37
7.26,8,9,1,3,149.23
5.92,3,3,1,8,109.01
9.27,3,4,0,2,112.69
9.41,6,5,1,2,142.54
7.33,4,0,0,3,87.26
5.38,4,7,0,8,116.86
6.94,4,5,0,8,116.97
9.02,10,9,0,0,157.96
9.51,9,8,1,7,183.68
6.02,8,4,0,0,106.21
5.33,3,6,1,1,90.64
9.39,1,10,0,4,129.98
6.95,1,3,1,5,101.07
7.71,1,5,1,1,94.81
9.84,4,5,1,4,142.35
5.33,6,3,0,2,89.26
8.24,4,5,0,6,124.44
5.37,3,7,1,0,98.79
6.88,8,10,1,4,157.61
9.02,8,4,0,2,137.02
7.17,6,1,1,1,103.35
9.99,9,8,1,2,172.17
7.8,10,10,1,3,172.94
6.61,1,3,0,1,71.97
6.1,8,3,0,1,105.0
6.75,6,10,0,2,132.39
6.86,1,6,0,1,88.64
5.34,4,9,0,5,110.59
6.85,5,9,0,1,118.1
7.32,7,5,1,0,124.13
8.61,8,3,1,7,151.42
8.28,9,5,1,3,150.43
8.54,6,2,1,1,119.94
5.04,10,6,1,3,132.28
6.09,9,5,1,1,126.32
8.31,4,2,0,4,104.11
7.42,8,0,1,6,126.4
5.03,3,9,1,5,113.16
9.02,4,4,0,1,111.41
8.86,10,9,0,3,165.53
7.74,4,1,1,7,115.11
5.33,6,6,1,6,128.23
8.83,9,6,1,6,167.17
7.92,6,3,0,3,114.92
8.91,1,5,0,0,95.0
8.76,5,0,0,6,112.24
9.02,9,1,0,5,136.77
7.59,5,5,1,7,136.06
5.7,6,1,1,4,101.62
8.36,3,10,1,7,154.46
8.1,8,3,0,7,136.78
8.71,10,3,0,8,153.03
5.85,4,9,1,0,109.74
5.97,4,8,1,2,118.68
9.45,5,9,1,5,163.48
8.75,10,6,0,3,154.31
9.54,9,6,1,7,175.46
8.79,8,10,0,0,147.68
7.99,7,0,1,4,120.32
8.27,5,10,1,3,149.98
9.45,9,4,0,0,134.3
7.89,9,2,0,5,128.21
8.16,10,2,0,2,125.84
5.78,10,5,1,4,139.57
7.37,2,3,0,5,93.55
8.58,4,7,1,3,136.27
6.35,8,3,0,5,117.04
6.01,1,7,1,6,110.27
6.57,5,3,0,1,93.22
6.21,8,2,0,6,115.2
6.07,2,4,1,6,102.86
7.12,2,4,0,1,85.77
9.54,8,9,1,2,167.08
7.54,10,9,1,2,164.24
5.94,9,0,1,0,101.67
5.38,7,7,0,0,105.91
8.48,8,7,1,5,158.02
6.91,5,7,0,8,132.86
9.11,1,9,0,8,136.65
8.3,4,3,1,0,107.43
8.98,2,8,0,6,130.17
6.36,3,9,1,5,126.63
8.46,3,2,1,3,105.68
6.32,9,6,1,2,136.93
9.7,10,5,1,8,181.49
8.18,4,8,1,4,138.52
6.62,2,3,1,7,102.88
6.35,3,3,0,3,87.65
5.95,3,5,0,3,90.37
8.47,7,7,0,5,148.4
6.09,8,2,0,5,112.72
7.98,6,10,0,2,142.88
6.32,4,7,1,1,111.86
8.31,6,7,0,8,150.63
9.07,1,6,1,1,115.52
8.89,10,6,0,8,168.22
8.8,8,4,0,7,147.81
5.94,1,1,1,6,82.84
5.44,5,1,0,4,88.67
8.49,2,9,0,2,119.76
6.84,6,7,0,1,115.79
7.16,9,10,1,7,174.07
5.16,5,5,0,1,87.07
6.3,4,7,1,7,132.03
5.17,2,2,0,4,69.3
9.4,3,0,1,8,121.66
6.22,6,5,0,3,108.4
7.79,8,1,1,7,134.73
5.19,8,8,1,6,144.68
8.33,5,4,0,7,128.21
6.62,5,4,0,4,99.48
9.49,10,9,0,1,165.32
9.44,3,7,1,6,147.63
6.63,7,5,0,2,113.17
9.5,6,2,1,1,124.33
9.98,1,8,0,2,122.64
9.13,4,9,0,3,137.05
9.22,6,3,1,6,141.84
6.25,6,9,0,0,113.83
7.88,3,3,0,5,105.38
5.34,6,1,0,5,93.5
5.47,10,2,1,7,133.72
9.99,6,3,1,1,131.5
6.63,9,6,1,1,136.3
8.74,9,2,1,0,134.47
9.03,2,7,0,2,119.05
9.29,4,7,0,6,138.42
9.99,9,9,0,7,181.79
6.21,4,10,1,6,138.79
5.2,8,1,0,8,108.56
7.06,10,3,1,7,150.55
5.65,3,7,0,7,109.16
5.11,3,0,1,1,67.2
6.8,9,0,1,0,107.89
8.92,10,3,0,5,150.85
7.83,8,10,1,6,168.65
6.56,1,1,1,5,84.18
8.27,10,0,0,6,134.86
6.16,2,7,1,7,118.22
5.07,3,1,1,1,69.95
8.82,2,3,0,0,91.54
8.12,3,2,1,7,117.32
8.81,8,1,1,7,144.21
5.19,6,7,1,7,135.61
9.19,7,2,0,6,133.88
8.1,10,8,0,1,148.02
7.82,10,9,0,3,161.58
8.12,6,4,0,8,136.76
9.32,1,8,1,7,144.03
7.93,3,2,0,3,93.81
7.9,1,4,0,7,107.62
9.95,10,9,0,5,182.26
8.78,9,5,0,8,159.56
7.21,9,8,1,0,141.26
8.54,5,7,1,5,146.26
6.95,4,1,0,3,92.03
6.14,9,1,1,2,114.6
7.98,9,4,0,4,136.12
9.64,3,4,0,7,128.67
9.65,5,4,1,5,142.85
6.71,3,3,1,0,89.08
7.64,10,7,1,5,164.02
6.06,2,10,1,6,129.35
9.98,1,4,1,5,128.48
9.91,10,0,1,2,143.74
8.25,2,9,0,8,138.53
9.02,8,4,1,3,148.7
8.58,8,0,0,4,121.87
7.97,3,3,0,4,103.59
5.27,7,0,0,2,81.27
7.27,7,5,0,1,115.38
8.37,2,5,0,7,119.66
8.39,9,0,1,6,137.69
6.87,3,7,1,4,117.84
9.71,2,3,0,0,100.28
5.84,3,1,0,0,64.12
7.5,2,0,1,7,102.66
8.45,8,10,0,3,155.13
8.49,5,2,1,3,120.37
8.24,3,6,1,8,139.6
6.38,5,9,1,1,124.05
5.78,8,10,0,4,137.77
8.18,7,9,0,5,150.08
8.0,6,7,0,5,136.93
5.9,1,4,0,2,72.25
8.53,10,6,0,5,156.76
7.28,1,1,0,4,80.7
8.34,1,3,0,7,102.44
9.19,10,5,0,3,151.52
5.85,8,4,1,2,119.83
5.1,8,5,0,5,111.61
8.9,7,1,1,8,147.88
8.05,6,6,1,7,151.48
8.5,4,7,1,7,143.91
9.19,1,10,0,2,120.32
9.01,9,8,0,0,149.17
9.8,1,5,0,2,107.2
7.68,4,6,1,2,123.36
7.44,3,0,0,5,90.33
7.01,7,8,0,2,129.32
5.77,5,5,1,1,103.01
7.86,5,3,0,8,127.1
6.39,4,9,1,5,133.59
9.61,1,8,1,4,137.06
7.92,5,0,1,2,106.73
7.96,4,1,0,6,103.68
6.77,10,2,1,6,142.77
5.26,8,0,1,3,100.55
5.16,2,1,0,1,58.94
7.12,8,1,1,1,113.62
5.42,1,6,0,7,89.63
8.03,4,9,0,3,131.19
9.4,3,5,1,6,134.59
9.41,5,8,0,2,136.38
8.3,5,4,0,8,130.46
6.06,5,8,0,8,125.54
9.31,4,9,0,6,146.32
9.43,8,8,1,6,175.93
5.98,3,1,0,0,66.17
8.69,4,8,0,7,141.97
6.43,1,2,0,1,65.63
9.01,7,10,0,7,168.2
9.99,1,2,1,1,105.24
5.15,2,10,1,0,97.92
9.49,7,8,0,7,163.49
8.11,1,6,1,3,110.42
9.87,3,10,0,5,150.73
7.33,6,7,1,0,125.82
9.24,6,6,0,8,156.94
5.31,6,8,0,6,124.43
6.68,2,7,1,4,113.15
5.34,2,3,1,5,90.84
9.88,6,1,1,2,124.83
9.08,10,10,1,8,198.6
9.26,5,4,1,1,126.46
9.69,7,1,0,0,116.7
5.43,7,3,0,0,88.95
6.93,5,1,0,1,86.18
5.36,8,4,0,5,113.48
6.05,10,5,1,5,143.59
6.15,6,10,1,8,153.12
7.35,5,0,0,3,92.76
6.34,4,7,0,7,116.49
5.5,7,1,1,3,106.7
5.84,4,4,1,2,99.16
5.74,5,10,1,3,130.77
9.87,5,7,1,0,141.24
8.8,1,4,1,8,123.62
9.84,1,2,0,4,104.01
7.2,3,5,0,6,111.17
6.39,3,0,0,2,74.74
8.99,2,0,0,4,98.09
6.63,2,7,1,3,113.0
6.5,6,6,0,6,120.44
6.16,1,9,0,4,101.38
5.65,6,9,0,1,114.86
6.28,5,10,0,2,120.46
6.78,6,10,0,7,145.13
8.37,5,2,1,2,111.67
5.31,7,7,0,6,125.33
6.05,1,10,0,4,101.67
9.05,3,7,1,6,140.22
5.73,6,0,1,8,107.85
6.71,1,9,1,6,122.51
9.32,7,6,1,5,155.34
5.77,4,1,0,0,68.08
5.41,3,1,1,3,83.61
7.42,10,1,0,7,134.16
6.51,9,4,1,0,123.96
7.82,1,6,0,5,104.06
9.02,8,3,1,1,137.04
5.69,1,10,1,8,124.21
7.9,5,3,0,7,119.64
7.53,10,8,0,8,166.12
5.72,8,9,1,8,151.98
8.12,6,8,0,1,130.84
6.37,7,6,0,1,112.15
7.44,8,9,0,8,159.0
5.41,6,3,0,1,89.99
7.3,6,7,1,3,136.25
6.53,6,9,0,1,120.62
9.11,5,2,1,0,113.66
5.28,8,2,0,6,110.94
7.09,2,6,1,4,110.06
7.29,7,10,1,2,150.6
8.63,4,8,1,7,148.81
7.87,1,10,1,4,131.81
8.34,5,3,0,0,105.71
8.89,3,3,0,8,118.26
9.31,4,0,1,4,117.39
6.57,7,0,0,2,94.29
7.69,5,2,0,5,110.93
9.2,4,6,1,7,149.33
9.95,1,8,0,1,117.65
9.45,6,3,0,2,123.15
6.86,10,1,0,6,130.19
5.98,6,5,0,1,98.59
7.45,7,5,1,4,137.22
8.71,1,8,1,8,142.97
7.46,4,3,0,6,107.72
7.42,9,7,1,2,145.49
9.19,10,2,1,1,142.0
6.81,6,1,1,8,123.25
9.3,2,8,1,8,147.84
7.03,4,5,0,8,120.0
6.64,6,10,0,2,131.87
7.27,4,7,0,0,106.06
8.81,10,10,1,8,192.94
5.63,7,9,0,6,134.29
5.98,3,8,0,1,97.72
9.76,6,0,0,5,123.96
5.88,4,0,1,8,104.26
7.84,3,10,0,7,139.5
7.9,3,4,1,5,123.24
7.45,2,8,1,5,127.5
8.22,3,6,1,7,134.26
6.15,10,6,1,8,161.77
7.76,1,1,1,7,101.86
6.86,3,2,0,0,75.78
8.31,9,3,1,1,141.11
5.71,4,1,1,5,93.18
7.85,3,9,1,7,143.29
5.93,8,8,0,3,127.31
6.39,1,4,0,3,81.47
6.09,5,6,0,1,102.61
5.91,1,10,0,0,87.02
9.13,7,8,1,8,175.88
6.43,5,4,1,6,119.32
9.64,2,5,0,8,130.26
9.85,1,3,1,1,112.23
7.86,7,7,0,4,138.28
5.72,1,0,0,1,54.62
6.87,3,0,0,6,87.88
8.99,6,4,1,8,153.44
6.84,6,9,0,2,129.93
5.44,7,8,0,0,105.53
7.78,1,1,1,3,92.44
9.23,7,10,1,3,170.9
8.98,2,2,1,5,115.84
5.88,6,7,1,4,125.65
8.36,8,4,1,4,142.61
6.1,5,2,1,8,120.54
6.09,10,5,0,0,116.92
9.37,3,5,1,7,144.0
6.25,8,4,1,7,137.77
6.32,8,4,1,7,141.62
5.0,4,5,0,2,85.39
9.35,8,1,1,7,146.61
8.96,5,5,0,1,119.71
8.14,5,1,0,7,112.12
8.75,3,2,0,7,119.36
5.76,7,1,0,2,92.34
7.29,9,0,1,3,123.89
6.76,9,0,1,8,134.61
5.47,1,8,1,8,113.36
7.43,1,3,1,8,110.18
9.6,10,4,1,5,168.05
5.2,5,9,1,0,116.49
6.46,1,6,0,7,99.34
6.04,4,1,0,8,94.84
6.19,1,10,1,7,124.8
9.54,2,9,1,0,130.99
7.34,2,8,1,5,122.8
7.33,4,3,1,8,119.24
8.8,8,9,1,8,176.77
5.77,2,9,1,6,122.38
7.44,9,0,0,6,122.47
7.15,9,7,0,3,140.87
7.98,2,3,1,6,112.71
10.0,1,6,1,4,130.79
8.85,10,2,1,4,154.0
6.99,10,10,0,0,149.02
9.14,9,8,0,1,154.99
5.85,2,4,0,8,97.23
5.15,8,4,0,1,101.25
6.02,3,2,0,1,74.92
6.7,1,10,1,8,132.28
7.55,1,8,1,2,112.61
8.08,10,2,0,1,127.85
9.55,2,1,1,6,115.83
7.55,7,10,0,8,162.37
7.51,6,8,0,5,136.5
5.25,2,8,0,6,99.38
5.17,4,9,1,2,112.31
7.76,2,3,1,2,98.3
7.19,1,3,1,7,104.38
9.2,3,10,1,6,155.38
5.8,4,9,1,4,123.16
5.12,10,5,0,5,125.38
7.25,5,8,0,8,138.83
6.19,5,7,0,2,110.03
5.25,7,9,1,2,128.49
8.62,10,2,1,5,152.64
5.56,8,5,1,7,135.48
8.04,9,6,0,4,146.41
6.41,7,5,0,0,106.34
5.87,5,2,0,2,84.65
6.9,9,8,1,7,161.35
9.01,8,3,1,3,143.48
6.96,10,1,0,8,136.23
8.75,9,8,0,5,161.57
5.63,10,2,0,3,110.62
8.86,8,5,0,3,139.4
6.18,6,4,1,4,116.35
8.39,4,1,0,6,107.76
7.83,9,0,1,6,132.74
9.65,9,8,1,6,181.68
6.94,10,2,1,4,135.96
5.33,10,6,1,8,148.48
5.1,9,8,1,1,129.01
9.13,10,8,0,7,174.18
7.62,3,9,1,7,140.22
8.88,3,5,0,2,110.1
6.17,6,7,0,4,118.98
6.73,6,8,1,7,144.12
5.15,6,2,0,8,102.93
9.81,5,5,0,6,140.05
8.34,5,4,0,3,114.86
9.67,2,6,0,3,121.08
6.33,7,6,1,2,124.34
8.06,4,8,0,7,136.52
8.39,3,0,0,5,99.74
6.59,8,5,1,5,135.86
9.24,4,4,1,8,147.06
9.74,4,3,1,2,125.19
9.42,8,9,1,3,168.12
8.7,1,10,1,2,129.45
6.39,9,0,0,2,102.24
6.41,7,3,1,0,110.77
9.82,2,9,0,5,141.13
5.05,6,10,1,8,144.54
8.58,8,6,0,4,147.16
8.53,5,3,0,1,104.49
8.11,6,0,1,3,114.41
9.95,10,9,0,5,181.22
6.56,8,0,1,6,121.12
6.7,6,0,0,6,98.38
5.39,9,10,1,3,145.12
7.21,9,9,0,4,150.38
6.31,9,4,0,3,122.67
6.72,6,6,1,5,136.57
9.17,9,8,1,6,177.05
9.68,3,7,1,1,130.8
5.93,5,1,1,2,94.06
6.86,2,8,1,7,133.13
9.64,8,3,1,6,159.36
5.31,4,9,1,0,106.98
5.46,6,10,1,3,138.42
5.81,6,4,1,4,115.89
7.98,5,10,1,2,143.23
5.75,1,4,0,3,79.89
9.84,7,3,0,6,141.98
7.23,10,5,1,7,157.63
7.51,8,0,1,8,135.51
6.23,1,1,0,1,61.82
7.35,10,3,1,3,139.91
8.31,7,3,0,0,113.55
8.76,4,7,0,2,126.28
8.77,6,8,0,7,148.51
7.89,9,3,0,6,138.68
9.52,5,5,0,7,141.59
9.09,8,3,1,5,148.19
8.79,5,3,0,4,117.77
5.28,2,10,1,8,120.95
5.03,4,8,0,4,102.68
6.06,2,3,0,8,97.08
8.32,7,5,0,3,132.21
7.06,7,8,1,4,145.07
7.01,3,2,0,0,76.27
9.42,7,6,0,5,151.03
9.48,1,6,1,2,123.44
9.55,1,0,1,1,96.44
6.57,9,10,0,5,150.62
8.46,6,1,0,0,99.91
6.36,5,4,0,8,119.18
5.95,6,7,1,4,125.21
5.92,6,5,0,6,116.34
6.71,1,6,1,8,113.13
7.15,5,2,0,8,113.6
9.15,9,5,1,6,167.41
5.6,4,8,1,3,115.74
8.67,3,2,0,3,102.44
7.66,1,5,0,6,101.81
6.44,2,6,1,7,114.88
7.46,3,4,0,6,109.68
6.5,4,9,1,3,128.39
7.98,7,7,1,3,146.28
7.17,6,7,0,7,138.25
5.82,8,5,1,8,137.26
5.58,9,6,0,6,130.73
7.73,6,2,1,2,119.51
9.51,7,6,0,0,137.66
6.72,4,6,0,4,111.03
8.67,2,3,0,5,106.01
8.29,9,9,1,8,183.42
9.66,9,3,0,4,147.12
9.1,4,2,1,0,107.8
7.83,3,9,1,3,134.66
8.29,10,6,0,1,141.55
9.49,6,4,1,3,142.45
7.0,3,2,0,6,93.75
6.63,1,5,1,8,115.27
5.05,4,5,1,2,95.88
9.13,1,5,0,2,101.84
9.0,2,1,0,3,93.66
5.52,3,10,1,6,126.5
7.88,8,9,0,5,154.06
7.32,10,6,0,4,147.2
5.59,4,6,1,3,107.89
9.9,4,9,0,7,151.88
6.07,10,3,1,3,127.13
5.34,9,10,0,2,139.2
7.97,7,5,0,6,137.06
8.69,2,3,1,1,106.46
5.16,3,3,1,3,86.68
8.29,4,5,0,7,125.34
7.66,4,8,0,3,121.33
5.52,10,6,1,6,146.39
5.86,8,1,0,1,92.98
7.84,10,5,0,4,148.56
6.48,10,4,0,3,125.62
9.69,6,5,0,8,149.42
9.09,3,7,1,6,145.37
9.92,9,7,0,8,178.21
6.3,10,2,1,6,136.45
9.85,8,8,1,1,162.58
7.16,9,5,0,1,121.45
6.74,5,6,1,1,118.34
5.25,3,8,0,4,102.75
5.26,4,6,0,0,85.23
8.46,5,9,1,6,156.8
7.29,9,8,1,1,147.86
6.13,9,0,1,3,116.32
8.07,3,0,0,8,101.48
6.26,7,2,0,7,112.87
7.89,6,8,0,1,126.67
6.8,4,0,1,3,93.99
9.12,5,0,1,3,117.05
9.1,10,4,1,1,152.23
7.39,2,7,1,1,108.33
6.75,7,1,1,4,118.0
6.81,4,3,0,3,94.59
9.03,2,5,0,7,125.6
6.64,6,0,1,3,108.41
6.05,2,3,1,7,99.62
5.42,10,3,1,4,128.07
7.33,2,8,1,0,110.4
7.41,7,8,0,8,154.35
9.2,1,5,1,7,129.08
6.11,7,7,1,0,122.35
6.9,10,9,1,2,157.69
9.04,5,3,0,2,115.14
9.12,1,9,0,4,127.46
6.92,6,7,1,6,141.57
7.3,7,2,0,0,102.33
6.52,1,1,1,0,71.56
9.66,9,5,1,5,166.09
5.59,7,4,1,4,117.21
9.67,1,7,0,2,117.46
8.42,3,0,1,2,99.46
7.66,5,10,1,3,147.75
5.16,4,9,0,1,104.02
7.38,2,2,0,8,99.98
7.04,1,6,1,3,104.58
5.81,4,9,1,2,118.06
8.28,7,3,0,6,129.04
9.86,4,9,0,8,159.98
7.81,9,4,0,1,128.04
8.57,8,7,1,5,159.44
5.34,8,0,1,4,103.99
7.09,5,0,0,0,80.76
5.58,1,6,0,6,88.64
8.06,9,8,1,0,151.44
9.69,2,3,0,8,121.25
8.31,6,7,1,3,143.79
5.38,10,9,1,7,160.61
6.77,5,6,1,0,113.97
7.75,10,1,0,4,128.91
7.02,8,4,1,2,131.19
9.17,3,8,0,3,127.73
9.07,6,8,0,3,142.07
8.06,6,2,0,7,124.78
6.87,10,10,0,2,150.67
6.28,3,2,1,0,85.46
5.53,7,1,1,4,106.36
6.77,4,6,1,1,115.03
7.07,5,5,0,5,116.34
8.38,9,4,1,3,144.07
8.29,6,6,1,8,155.01
5.35,10,3,1,6,132.66
6.98,4,4,1,1,105.88
5.91,8,8,0,6,138.6
5.78,9,10,0,7,151.2
9.14,10,8,1,2,169.07
5.21,5,3,0,2,84.38
7.1,2,5,0,1,85.0
5.84,6,1,0,0,80.89
9.4,8,2,1,2,138.36
7.79,5,8,1,6,149.0
6.16,1,5,0,8,94.28
7.51,8,7,0,8,152.11
8.66,9,10,0,5,172.41
9.79,1,4,0,5,115.68
6.1,8,1,1,4,116.78
9.43,10,6,0,1,153.13
9.67,2,5,1,6,132.05
9.58,4,10,0,0,136.99
8.18,2,1,1,5,105.23
8.15,2,5,0,3,102.04
7.02,10,7,1,2,149.88
8.76,3,0,1,0,89.29
7.66,8,3,0,5,127.58
8.39,4,0,0,6,104.22
7.14,7,1,1,0,108.94
8.66,10,0,1,0,128.05
9.12,3,5,0,6,125.45
5.73,10,10,0,5,150.7
9.16,3,5,0,6,125.14
7.7,2,0,0,7,94.05
9.22,6,3,1,7,142.8
7.16,6,3,1,8,135.53
6.9,1,7,1,8,122.14
9.58,7,5,0,6,152.21
6.26,4,1,0,8,92.55
9.22,3,4,0,5,114.9
7.42,8,3,1,8,144.78
7.57,2,9,0,1,110.58
6.54,9,3,1,1,121.23
7.87,8,7,0,5,147.09
6.63,8,4,1,2,126.97
5.2,3,2,1,1,78.9
6.36,4,9,1,7,138.09
5.03,2,3,0,6,80.45
9.89,2,0,0,7,108.9
9.83,4,5,0,5,133.52
6.98,6,10,0,8,147.76
8.64,5,9,1,8,162.57
6.73,1,3,1,1,84.86
8.36,10,5,0,4,147.92
9.03,1,1,0,8,103.74
9.73,6,4,0,2,130.77
7.0,3,10,0,4,123.77
8.92,3,8,1,7,148.9
6.33,7,7,0,1,116.34
9.95,1,2,1,5,118.45
5.13,1,0,1,3,66.97
8.02,10,9,1,5,175.54
8.3,3,2,0,2,93.0
8.44,8,7,0,5,150.08
5.6,1,10,0,6,107.0
9.69,10,2,0,2,139.44
5.91,4,4,1,4,106.24
8.11,9,1,0,7,136.06
6.11,4,0,1,1,83.36
6.54,10,10,0,6,158.31
7.73,8,9,1,0,148.17
7.09,7,4,1,6,135.68
5.8,3,4,1,0,88.02
5.85,7,5,0,3,111.1
7.09,7,1,1,3,114.7
8.79,10,8,1,4,174.03
9.49,3,1,0,1,100.13
5.42,2,1,1,5,80.64
6.97,9,4,0,5,131.38
5.5,1,8,0,7,104.17
5.08,7,3,1,0,96.04
8.31,4,5,1,3,123.95
8.01,2,1,0,1,82.57
5.82,2,3,1,7,96.67
6.17,8,8,0,3,131.67
5.12,7,1,0,7,99.97
9.17,7,0,1,1,122.22
9.87,5,3,0,3,122.55
5.68,10,3,1,8,143.79
6.16,8,0,1,4,108.82
9.34,2,3,0,5,113.19
9.63,2,2,1,8,126.71
7.1,5,1,1,8,123.4
5.25,1,9,1,6,110.88
5.2,6,3,1,1,100.48
7.87,4,7,1,6,137.32
6.96,6,6,1,8,142.83
5.14,7,8,0,1,113.57
7.92,3,7,1,6,131.48
5.06,8,0,0,6,97.05
8.94,7,1,0,2,117.49
6.53,1,1,1,5,84.22
5.2,6,7,1,7,131.65
7.94,7,3,0,7,131.87
6.99,4,8,0,2,110.88
9.87,2,1,1,5,119.89
7.72,10,3,0,1,124.24
6.38,9,0,0,1,100.55
8.55,7,2,1,7,142.63
6.36,1,5,0,4,86.95
9.52,8,8,0,4,157.96
6.87,3,10,1,3,129.65
7.75,4,0,1,3,99.25
5.25,5,4,1,7,116.44
7.13,1,1,1,2,84.53
9.16,6,6,0,2,136.58
9.03,10,3,0,7,155.79
6.12,6,4,0,2,100.16
6.13,2,7,0,1,89.45
9.09,10,1,0,4,137.95
9.65,6,2,1,2,131.71
5.48,8,10,0,5,139.69
7.25,6,4,0,6,124.47
6.69,4,9,1,2,125.54
9.35,4,3,0,8,128.02
5.42,9,4,0,0,103.53
6.06,6,2,1,6,117.56
8.76,8,8,1,3,157.99
5.26,8,7,0,6,129.53
7.46,7,5,1,8,147.92
7.21,3,0,0,8,94.92
6.67,10,3,0,0,116.17
6.97,1,6,1,3,106.9
7.65,5,9,0,6,140.88
5.81,10,4,1,5,136.93
7.86,10,3,1,8,156.29
9.03,2,8,0,6,132.02
8.8,10,7,0,2,151.74
5.77,2,2,1,6,91.54
5.75,7,5,1,4,122.84
6.34,3,3,1,1,86.01
6.81,8,6,1,2,137.22
7.04,9,0,0,5,113.86
8.4,8,0,1,5,131.82
5.28,6,5,0,6,111.33
5.17,5,9,1,5,130.0
6.96,3,10,1,8,143.09
8.49,3,6,0,4,113.87
5.97,7,8,0,4,128.89
8.21,5,6,1,7,143.16
6.3,6,8,0,7,134.11
9.43,6,9,0,0,142.29
9.48,9,8,0,2,152.32
6.49,1,7,0,5,96.66
6.15,8,6,1,5,137.28
7.06,10,2,0,0,109.28
6.2,5,10,1,1,124.95
8.36,6,2,1,6,133.14
9.13,6,10,1,0,152.87
8.37,1,4,1,4,110.53
9.12,3,6,0,0,112.87
6.98,6,9,1,5,143.52
5.78,9,6,1,6,140.68
8.69,6,0,0,7,122.04
6.8,6,7,0,2,121.47
8.36,1,0,0,2,75.92
6.35,9,10,1,0,146.34
5.41,4,3,0,2,82.86
9.96,2,1,1,4,116.18
5.78,1,4,1,5,91.75
9.94,3,5,1,2,129.26
9.89,3,3,0,3,119.06
8.97,5,3,1,4,130.95
